name,neighborhood,Location 1,image_urls,description
Eastern Female High School,Pleasant View Gardens,"249 Aisquith Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Western High School is the oldest public all-girls high school remaining in the United States. It is the third-oldest public high school in the state of Maryland and part of the Baltimore City Public Schools. Western High was named a ""National Blue Ribbon School"" of Excellence by the U.S. Department of Education in 2009 and a ""Silver Medal High School"" by the news magazine U.S. News and World Report in 2012."
Belvedere Hotel,Mid-Town Belvedere,"1 Chase Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/WashingtonMonumentView.jpg/250px-WashingtonMonumentView.jpg,Coordinates: 39°17.9′N 76°37′W﻿ / ﻿39.2983°N 76.617°W﻿ / 39.2983; -76.617
Battle Monument,Downtown,,http://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Battle_Monument_MD1.jpg/250px-Battle_Monument_MD1.jpg,"The Battle Monument, located in Battle Monument Square on North Calvert Street between East Fayette and East Lexington Streets in Baltimore, Maryland, commemorates the Battle of Baltimore with the British fleet's bombardment of Fort McHenry, the Battle of North Point, southeast of the city in Baltimore County on the Patapsco Neck peninsula and the stand-off on the eastern siege fortifications along Loudenschlager's Hill, later Hampstead Hill, in what is now Patterson Park, east of town. It honors those who died during the month of September 1814 during the War of 1812. The monument lies in the middle of the street and is between the two Baltimore City Circuit Courthouses that are located on the opposite sides of Calvert Street. It was sponsored by the City and the ""Committee of Vigilance and Safety"" led by Mayor Edward Johnson and military commanders: Brig. Gen. John Stricker, Maj. Gen. Samuel Smith and Lt. Col. George Armistead (of Ft. McHenry)."
St. Paul's P.E. Church,Downtown,"233 Charles Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Prince_George_County%2C_MD_Sheriff.jpg/113px-Prince_George_County%2C_MD_Sheriff.jpg,"The Prince George's County Sheriff's Office (PGSO), officially the Office of the Sheriff, Prince George's County (PGOS),[12] provides law enforcement services in Prince George's County, Maryland in the United States. Its headquarters are located in Upper Marlboro, near the Depot Pond. The sheriff is the chief law enforcement officer of Prince George's County and is elected every four years. There are no term limits for the sheriff.[13]"
St.Paul's P.E. Church Rectory,Downtown,"24 Saratoga Street
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Cylburn House and Park,Coldspring,"4915 Greenspring Ave
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Davidge Hall,Inner Harbor,"522 Lombard Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Davidge_Hall%2C_522_W._Lombard_St.%2C_Baltimore_City%2C_Maryland.JPG/250px-Davidge_Hall%2C_522_W._Lombard_St.%2C_Baltimore_City%2C_Maryland.JPG,"The College of Medicine of Maryland, or also known since 1959 as Davidge Hall, has been in continuous use for medical education since 1813, the oldest such structure in the United States.[3] A wide pediment stands in front of a low, domed drum structure, which housed the anatomical theater. A circular chemistry hall was housed on the lower level under the anatomical theater.[4]"
Mt.Clare Station & Roundhouse,Washington Village,"Pratt
Baltimore, MD
",http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Mt_Clare_Shops_aerial_1971.jpg/350px-Mt_Clare_Shops_aerial_1971.jpg,"Coordinates: 39°17′08″N 76°38′00″W﻿ / ﻿39.285457°N 76.633437°W﻿ / 39.285457; -76.633437 The Mount Clare Shops is the oldest railroad manufacturing complex in the United States, located in Baltimore, Maryland.[1] It was founded by the Baltimore and Ohio Railroad (B&O) in 1829. Mt. Clare was the site of many inventions and innovations in railroad technology. It is now the site of the B&O Railroad Museum. The museum and Mt. Clare station were designated a National Historic Landmark in 1961.[2]"
Evergreen House,Loyola/Notre Dame,"4545 Charles Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/EvergreenHouse08_11.jpg/250px-EvergreenHouse08_11.jpg,"Evergreen Museum & Library, also known as Evergreen House, is a historical museum of the Johns Hopkins University in Baltimore, Maryland, United States. It is located between the campuses of the College of Notre Dame and Loyola College. It, along with Homewood Museum, make up the Johns Hopkins University Museums."
Old Post Office Building,Downtown,"111 Calvert Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Old_Post_Office_Pavilion%2C_Washington_DC.jpg/250px-Old_Post_Office_Pavilion%2C_Washington_DC.jpg,"The Old Post Office Pavilion, historically known as the Old Post Office and Clock Tower, located at 1100 Pennsylvania Avenue NW in Washington, D.C. was completed in 1899, and is a contributing property to the Pennsylvania Avenue National Historic Site.[1] It was used as the city's main post office until 1914. It functioned primarily as an office building afterward, and was nearly torn down during the construction of the Federal Triangle complex in the 1920s. It was nearly demolished again in the 1970s to make way for completion of the Federal Triangle. Major renovations occurred in 1976 and 1983. The 1983 renovation added a food court and retail space and the building was renamed the Old Post Office Pavilion. An addition was added to the structure in 1991. In 2013, the U.S. General Services Administration leased the property for 60 years to a consortium headed by ""DJT Holdings LLC"", a holding company owned by Donald Trump through a revocable trust.[2][3][4][5][6]"
Homewood House,Johns Hopkins Homewood,,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/JHU_Homewood.jpg/250px-JHU_Homewood.jpg,"The Homewood Museum is a historical museum located on the Johns Hopkins University campus in Baltimore, Maryland. It was listed as a National Historic Landmark in 1971, noted as a family home of Maryland's Carroll family.[2] It, along with Evergreen Museum & Library, make up the Johns Hopkins University Museums."
Maryland House,Druid Hill Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/6/61/I-95.svg/70px-I-95.svg.png,""
Baltimore Arts Tower (Bromo Seltzer),Downtown,"312 318 W Lombard Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Bromo-Seltzer_Tower_MD1.jpg/240px-Bromo-Seltzer_Tower_MD1.jpg,Joseph Evans Sperry
Mercantile Safe Deposit and Trust Building,Downtown,"202 Redwood Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Mercantile_Trust_and_Deposit_Company_2012-09-28_21-40-09.jpg/250px-Mercantile_Trust_and_Deposit_Company_2012-09-28_21-40-09.jpg,"Mercantile Trust and Deposit Company is a historic bank building in Baltimore, designed by the Baltimore architectural firm of Wyatt and Sperry and constructed in 1885. It has a brick-with-stone-ornamentation Romanesque Revival structure, with deeply set windows, round-arch window openings, squat columns with foliated capitals, steeply pitched broad plane roofs, and straight-topped window groups. The interior features a large banking room with a balcony, Corinthian columns and ornate wall plaster work.[2]"
Star Spangled Banner Flag House,Jonestown,"844 Pratt Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Flag_House%2C_844_East_Pratt_Street%2C_Baltimore%2C_Maryland.JPG/250px-Flag_House%2C_844_East_Pratt_Street%2C_Baltimore%2C_Maryland.JPG,"The Star-Spangled Banner Flag House, formerly the Flag House & Star-Spangled Banner Museum, is a museum located in the Jonestown/Old Town and Little Italy neighborhoods of eastern downtown Baltimore, Maryland, United States."
Peabody Institute,Mount Vernon,"1 21 E Mount Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Old Town Friends' Meeting House,Jonestown,"1201 Fayette Street
Baltimore, MD",http:,"Friends School of Baltimore is a private Quaker school in Baltimore, serving students in pre-kindergarten through 12th grade."
Mother Seton House,Seton Hill,"600 Paca Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Mother_Seton_House%2C_600_N._Paca_St.%2C_Baltimore_City%2C_Maryland.JPG/200px-Mother_Seton_House%2C_600_N._Paca_St.%2C_Baltimore_City%2C_Maryland.JPG,"The history of the French in Baltimore dates back to the 18th century. The earliest wave of French immigration began in the mid-1700s, bringing many Acadian refugees from Canada's Maritime Provinces. The Acadians were exiled from Canada by the British during the French and Indian War. Later waves of French settlement in Baltimore from the 1790s to the early 1800s brought Roman Catholic refugees of the French Revolution and refugees of the Haitian Revolution from the French colony of Saint-Domingue."
Washington Monument and Mount Vernon Place,Mount Vernon,"Charles Street
Baltimore, MD
",http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/WashingtonMonumentView.jpg/250px-WashingtonMonumentView.jpg,Coordinates: 39°17.9′N 76°37′W﻿ / ﻿39.2983°N 76.617°W﻿ / 39.2983; -76.617
Westminister Presbyterian Church,University Of Maryland,"509 513 W Fayette Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Cecil_County_md_seal.png/75px-Cecil_County_md_seal.png,"Cecil County is a county located in the U.S. state of Maryland. As of the 2010 census, the population was 101,108.[1] The county seat is Elkton.[2] The county was named for Cecil Calvert, 2nd Baron Baltimore (1605–1675), the first Proprietary Governor of the Province (colony) of Maryland. It is the only Maryland county that is part of the Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area[3]"
Basilica of the Assumption,Downtown,"401 Cathedral Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/BasilicaExterior.jpg/220px-BasilicaExterior.jpg,"The Basilica of the National Shrine of the Assumption of the Blessed Virgin Mary, also called the Baltimore Basilica, was the first Roman Catholic cathedral built in the United States, and was among the first major religious buildings constructed in the nation after the adoption of the U.S. Constitution. As a co-cathedral, it is one of the seats of the Roman Catholic Archdiocese of Baltimore in Baltimore, Maryland. Additionally it is a parish church (ranked minor basilica) and national shrine. It is considered the masterpiece of Benjamin Henry Latrobe, the ""Father of American Architecture""."
H.L. Mencken House,Union Square,"1524 Hollins Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Union_Square_Fountain_Pavilion.jpg/250px-Union_Square_Fountain_Pavilion.jpg,Union Square is a neighborhood located in the Sowebo area of Baltimore.[2] It dates to the 1830s and includes a historic district of houses and commerce buildings.
Shot Tower,Jonestown,"801 Fayette Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Phoenix_Shot_Tower.png/250px-Phoenix_Shot_Tower.png,"The Phoenix Shot Tower, also known as the Old Baltimore Shot Tower, is a red brick shot tower, 234.25 feet (71.40 m) tall, located near the downtown, Jonestown (also known later as Old Town), and Little Italy communities of East Baltimore, in Maryland. When it was completed in 1828 it was the tallest structure in the United States. The tower was originally known as the ""Phoenix Shot Tower"", then the ""Merchants' Shot Tower"", and now is also sometimes called the ""Old Baltimore Shot Tower"".[3] It was designated a National Historic Landmark on November 11, 1971.[2]"
St. Vincent De Paul Church,Jonestown,"120 Front Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/St._Mary%27s_Roman_Catholic_Church_Greensboro.jpg/200px-St._Mary%27s_Roman_Catholic_Church_Greensboro.jpg,"St. Mary Catholic Church is a Roman Catholic church in Greensboro, North Carolina which originally served as the Catholic parish and school for African-American Catholics in Greensboro prior to desegregation."
Old Cathedral School,Downtown,"7 9 W Mulberry Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Edgar Allan Poe House,Poppleton,"203 Amity Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Ligeia-Clarke.jpg/220px-Ligeia-Clarke.jpg,"""Ligeia"" (usually pronounced /laɪˈʤi:ə/) is an early short story by American writer Edgar Allan Poe, first published in 1838. The story follows an unnamed narrator and his wife Ligeia, a beautiful and intelligent raven-haired woman. She falls ill, composes ""The Conqueror Worm"", and quotes lines attributed to Joseph Glanvill (which suggest that life is sustainable only through willpower) shortly before dying. After her death, the narrator marries the Lady Rowena. Rowena becomes ill and she dies as well. The distraught narrator stays with her body overnight and watches as Rowena slowly comes back from the dead – though she has transformed into Ligeia. The story may be the narrator's opium-induced hallucination and there is debate whether the story was a satire. After the story's first publication in The American Museum, it was heavily revised and reprinted throughout Poe's life."
Thomas-Jencks-Gladding-Hackerman House,Mount Vernon,"1 Mount Vernon Place
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/8/8f/Walters_Art_Museum_logo.png,Coordinates: 39°17′48″N 76°36′58″W﻿ / ﻿39.29667°N 76.61611°W﻿ / 39.29667; -76.61611
Clifton Mansion,Clifton Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/CliftonMansion_08_11.jpg/250px-CliftonMansion_08_11.jpg,"Clifton Park is a public urban park and national historic district located between the Coldstream-Homestead-Montebello and Waverly neighborhoods to the west and the Belair-Edison, Lauraville, Hamilton communities to the north in the northeast section of Baltimore, Maryland, U.S.A.. It is roughly bordered by Erdman Avenue (Md. Rt. 151) to the northeast, Sinclair Lane to the south, Harford Road (Md. Rt. 147) to the northwest and Belair Road (U.S. Route 1) to the southeast.[2] The eighteen-hole Clifton Park Golf Course, which is the site of the annual Clifton Park Golf Tournament,[3] occupies the north side of the park."
Roland Park Shopping Center,Roland Park,"4800 Roland Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/c/c4/LakeRoland.jpg/250px-LakeRoland.jpg,"Lake Roland is a 100-acre (0.40 km2) defunct reservoir in Baltimore County, Maryland. It was named for Roland Run, a nearby stream-bed that feeds the lake and eventually flows into the Jones Falls. It runs southeast through the city center to the Northwest Branch of the Patapsco River and the Baltimore Harbor.[1][2][3][4][5][6][7] It is located just north outside of the city limits."
St.Mary's Seminary Chapel,Seton Hill,"600 Paca Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Angeloftruth035.JPG/250px-Angeloftruth035.JPG,"J. Maximilian M. Godefroy (1765 – circa 1838) was a French-American architect. Godefroy was born in France and educated as a geographical/civil engineer. During the French Revolution he fought briefly on the Royalist side. Later, as an anti-Bonaparte activist, he was imprisoned in the fortress of Bellegarde and Chateau D'if then released about 1805 and allowed to come to the United States, settling in Baltimore, Maryland, where he became an instructor in drawing, art and military science at St. Mary's College, the Sulpician Seminary.[1] By 1808, Godefroy had married Eliza Crawford Anderson, editor of her own periodical, the Observer and the niece of a wealthy Baltimore merchant.[2]"
B'nai Israel Synagogue,Jonestown,"15 Lloyd Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Shaarei_Tfiloh_Baltimore.JPG/200px-Shaarei_Tfiloh_Baltimore.JPG,"The history of the Russians in Baltimore dates back to the mid-19th century. The Russian community is a growing population and constitutes a major source of new immigrants to the city. Historically the Russian community was centered in East Baltimore, but most Russians now live in Northwest Baltimore's Arlington neighborhood and in Baltimore's suburb of Pikesville.[1]"
First Baptist Church,Dunbar-Broadway,"525 Caroline Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Sharon Baptist Church,Sandtown-Winchester,"1373 Stricker Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Taylor's Chapel and Burial Ground,Mt Pleasant Park,,http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
Zion Lutheran Church and Parish House,Downtown,"140 246 N Gay Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/ZionLexingtonsnow.JPG/250px-ZionLexingtonsnow.JPG,"400 East Lexington Street,(original bldg. facing North Gay Street),"
Furness House,Downtown,"19 21 South Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Baltimore_American_Indian_Center.jpg/200px-Baltimore_American_Indian_Center.jpg,"The history of the Native Americans in Baltimore and what is now Baltimore dates back at least 12,000 years. As of 2014, Baltimore is home to a small Native American population centered in East Baltimore. The majority of the Native Americans now living in Baltimore belong to the Lumbee, Piscataway, and Cherokee tribes. The Piscataway tribe is indigenous to Southern Maryland, living in the area for centuries prior to European colonization. The Lumbee and Cherokee are indigenous to North Carolina and neighboring states of the Southeastern United States. Many of the Lumbee and Cherokee migrated to Baltimore during the mid-1900s along with other migrants from the South, such as African-Americans and white Appalachians."
Goucher House,Barclay,"2313 St Paul Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
United States Customs House,Downtown,"40 Gay Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/7/71/Baltimore_Custom_House.jpg,"U.S. Custom House is a historic custom house building located at Baltimore, Maryland, United States. It is a granite, steel frame structure measuring 252 feet, 8 inches by 139 feet 6 inches. It is an exceptionally distinguished example of Beaux Arts architecture and was built from 1903 through late 1907 from plans by Hornblower and Marshall, a Washington, D.C. firm. The ceiling of the Call Room, located in the pavilion, was painted by Francis Davis Millet (1846–1912). It served as Baltimore’s Custom House until 1953. Since that time various Federal agencies have occupied the building.[2]"
Pennsylvania Station,Charles North,"1525 Charles Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Baltimore_Pennsylvania_Station_corrected.jpg/300px-Baltimore_Pennsylvania_Station_corrected.jpg,"Baltimore Pennsylvania Station (generally referred to as Penn Station) is the main transportation hub in Baltimore, Maryland. Designed by New York architect Kenneth MacKenzie Murchison (1872–1938), it was constructed in 1911 in the Beaux-Arts style of architecture for the Pennsylvania Railroad. It is located at 1515 N. Charles Street, about a mile and a half north of downtown and the Inner Harbor, between the Mount Vernon neighborhood to the south, and Station North to the north. Originally called Union Station because it served the Pennsylvania Railroad and Western Maryland Railway, it was renamed to match other Pennsylvania Stations in 1928.[4]"
Ascot House (Razed 1981),Tuscany-Canterbury,"104 39th Street
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Babe Ruth House,Ridgely's Delight,"216 Emory Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The Camden Yards Sports Complex is located in the center of Baltimore, Maryland. The complex is composed of multiple buildings and stadiums including Oriole Park at Camden Yards and M&T Bank Stadium. The two stadiums are home to the Baltimore Orioles of Major League Baseball and the Baltimore Ravens of the National Football League. The complex still houses the recently closed Sports Legends Museum at Camden Yards (a non-profit museum featuring Maryland sports teams). Along with the Sports Legends Museum, the Babe Ruth Birthplace and Museum is located approximately two blocks from the main entrance of Camden Yards at Eutaw Street. Geppi's Entertainment Museum is also located in Camden Station, atop the Sports Legends at Camden Yards. The complex is more than museums and stadiums. It is a location for community events such as the Dew Tour's Panasonic Open in June 2007 and 2008, the Baltimore Marathon, and the African American Festival which is held every year.[1]"
War Memorial,Downtown,"101 Gay Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Memorial Stadium was a sports stadium in Baltimore, Maryland, that formerly stood on 33rd Street (aka 33rd Street Boulevard or renamed ""Babe Ruth Plaza"") on an oversized block (officially designated as Venable Park, a former city park from the 1920s) also bounded by Ellerslie Avenue (west), 36th Street (north), and Ednor Road (east). Two different stadiums were located here, a 1922 version known as ""Baltimore Stadium"", or ""Municipal Stadium"", or sometimes 'Venable Stadium', and, for a time, ""Babe Ruth Stadium"" in reference to the then-recently deceased Baltimore native. The rebuilt multi-sport stadium, when reconstruction (expansion to an upper deck) was completed in the summer of 1954, would become known as ""Memorial Stadium"". The stadium was also known as ""The Old Gray Lady of 33rd Street"", and also (for Colts games) as ""The World's Largest Outdoor Insane Asylum.""[4]"
Alexander Brown and Sons,Downtown,"135 Baltimore Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Brown_Brothers_Harriman_Logo_1.svg/180px-Brown_Brothers_Harriman_Logo_1.svg.png,"Brown Brothers Harriman & Co. (BBH) is the oldest and one of the largest private banks in the United States.[2][3] In 1931, the merger of Brown Brothers & Co. (founded in 1818) and Harriman Brothers & Co. formed the current BBH."
