name,neighborhood,Location 1,image_urls,description
Fulton Baptist Church,Penn North,"1630 NORTH AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/LaurelMuseum.jpg/250px-LaurelMuseum.jpg,"Ward 1: Valerie M. A. Nicholas
Ward 1: H. Edward Ricks
Ward 2: Frederick Smalls
Ward 2: Donna L. Crary"
University Baptist Church,Charles Village,"3501 CHARLES ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,University Baptist Church may refer to:
Bilingual Christian Church,Pulaski Industrial Area,"6000 ERDMAN AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Shaarei_Tfiloh_Baltimore.JPG/200px-Shaarei_Tfiloh_Baltimore.JPG,"The history of the Russians in Baltimore dates back to the mid-19th century. The Russian community is a growing population and constitutes a major source of new immigrants to the city. Historically the Russian community was centered in East Baltimore, but most Russians now live in Northwest Baltimore's Arlington neighborhood and in Baltimore's suburb of Pikesville.[1]"
The Power House,Washington Village,"1352 JAMES ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Wilson Park Holy Church Of Power,Coldstream Homestead Montebello,"2654 POLK ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Wiki_letter_w_cropped.svg/20px-Wiki_letter_w_cropped.svg.png,"This is a list of African American neighborhoods, containing cities, districts, and neighborhoods in the US that are predominantly African American, or are strongly associated with African American culture, either currently or historically."
St. Andrews Orthodox Church,Butcher's Hill,"2028 LOMBARD ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Factory_USA.svg/30px-Factory_USA.svg.png,"The Rambusch Decorating Company was founded in 1898 in New York, New York by Frode Rambusch, a Danish immigrant."
Brown Memorial Park Avenue Methodist Chur,Bolton Hill,"1316 PARK AVE
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
New Second Missionary Church,Greenmount West,"214 LANVALE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Otterbein_Church_MD1.jpg/250px-Otterbein_Church_MD1.jpg,"Otterbein Church, now known as Old Otterbein United Methodist Church, is a historic United Brethren church located in Baltimore, Maryland, United States. The first ""German Reformed"" church was built to serve the German Reformed and some Evangelical Lutheran immigrants, and later entered the Brethren strain of German Reformed Protestantism in the later Church of the United Brethren in Christ. It is a two-story brick Georgian structure with a peaked roof, built 1785-1786, and features a square bell tower and an octagonal white ""cupola-on-cupola"", with much of the original wavy, hand-blown glass window panes still remaining. It had a major remodeling occurring in 1839, and some additional cleaning and restoration of its exterior brick walls and wall-fence surrounding the parish. The tower's bells date to 1789, and are still in use. That same year, the first Conference of United Brethren preachers was held and resulted in the official organization of the Church of the United Brethren in Christ, with Pastor Philip William Otterbein, (1726-1813) as a bishop (five years after he participated in the ""laying on"" of hands on famous evangelist and missionary Francis Asbury, (1745-1816), ordained as the first bishop of the new Methodist Episcopal Church. He was later buried in the adjacent churchyard, surrounding the building.[2]"
Saint John Freewill Baptist Church,Midtown-Edmondson,"2039 EDMONDSON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Row_houses_in_East_Monument_Historic_District%2C_Baltimore%2C_Maryland.JPG/200px-Row_houses_in_East_Monument_Historic_District%2C_Baltimore%2C_Maryland.JPG,"The history of the Czechs in Baltimore dates back to the mid-19th century. Thousands of Czechs immigrated to East Baltimore during the late 19th and early 20th centuries, becoming an important component of Baltimore's ethnic and cultural heritage. The Czech community has founded a number of cultural institutions to preserve the city's Czech heritage, including a Roman Catholic church, a heritage association, a festival, a language school, and a cemetery. During the height of the Czech community in the late 1800s and early 1900s, Baltimore was home to 12,000 to 15,000 people of Czech birth or heritage. The population began to decline during the mid-to-late 20th century, as the community assimilated and aged and many Czech Americans moved to the suburbs of Baltimore. By the 1980s and early 1990s, the former Czech community in East Baltimore had been almost entirely dispersed."
New Tabernacle Baptist Church,Carrollton Ridge,"2101 FREDERICK AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rev_G_E_Lowman.jpg/160px-Rev_G_E_Lowman.jpg,"Guerdon Elmer Lowman, more familiarly G. E. Lowman (November 16, 1897 – January 18, 1965) was an American Christian clergyman and a pioneering international radio evangelist beginning in 1930, following a successful business career."
New Christian Memorial Church,Saint Josephs,"3525 CATON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Brown_Memorial_Presby_Church.jpg/220px-Brown_Memorial_Presby_Church.jpg,"Brown Memorial Park Avenue Presbyterian Church of Baltimore, Maryland, U.S., is a large, Gothic Revival-style church built in 1870 and located at Park and Lafayette Avenues in the city's Bolton Hill section. Named in memory of a 19th-century Baltimore financier, the ornate church is noted for its exquisite stained glass windows by renowned artist Louis Comfort Tiffany, soaring vaulted ceiling, and the prominent persons associated with its history. Maltbie Babcock, who was the church's pastor 1887–1900, wrote the familiar hymn, This is My Father's World.[1] Storied virtuoso concert performer Virgil Fox was organist at Brown Memorial early in his career (1936–1946).[2]"
7th Baptist Church,Charles North,"30 NORTH AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/St_Alphonsus.JPG/200px-St_Alphonsus.JPG,"The history of the Lithuanians in Baltimore dates back to the mid-19th century. Thousands of Lithuanians immigrated to Baltimore between the 1880s and 1920s. The Lithuanian American community was mainly centered in what is now the Hollins-Roundhouse Historic District. Baltimore's Lithuanian community has founded several institutions to preserve the Lithuanian heritage of the city, including a Roman Catholic parish, a cultural festival, a dance hall, and a yeshiva."
Saint Mark's Lutheran Church,Charles North,"1900 SAINT PAUL ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/90/USA_Maryland_location_map.svg/250px-USA_Maryland_location_map.svg.png,"Petersville is an unincorporated community in Frederick County, Maryland, United States. Petersville is located at the junction of Maryland Route 79 and Maryland Route 180 1.3 miles (2.1 km) northeast of Rosemont."
Wsb Senior Memorial Church,Coldstream Homestead Montebello,"3000 HILLEN RD
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Word Alive Worship Center,Midtown-Edmondson,"1915 EDMONDSON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Messianic_symbols.png/45px-Messianic_symbols.png,"Messianic Judaism is a syncretic movement that combines Christianity—most importantly, the Christian belief that Jesus is the Messiah—with elements of Judaism and Jewish tradition,[1][2][3][4][5] its current form emerging in the 1960s and 1970s.[1][2][6][7][8][9][10][11]"
Mount Zion United Church Of God,Coppin Heights/Ash-Co-East,"2217 NORTH AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/B%26O_Mount_Clare_Station_%28Baltimore%29.jpg/250px-B%26O_Mount_Clare_Station_%28Baltimore%29.jpg,"The B&O Railroad Museum is a museum exhibiting historic railroad equipment in Baltimore, Maryland, originally named the Baltimore & Ohio Transportation Museum when it opened on July 4, 1953. It has been called one of the most significant collections of railroad treasures in the world and has the largest collection of 19th-century locomotives in the U.S.[3][4] The museum is located in the Baltimore and Ohio Railroad's old Mount Clare Station and adjacent roundhouse, part of the B&O's sprawling Mount Clare Shops site begun in 1829, the oldest railroad manufacturing complex in the United States.[5]"
Patterson Asbury A.M.E.,Druid Heights,"2211 DIVISION ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Frederick_City_Skyline.JPG/250px-Frederick_City_Skyline.JPG,"Frederick is a city and the county seat of Frederick County in the U.S. state of Maryland. It is part of the Baltimore–Washington Metropolitan Area. Frederick has been an important crossroads community since it was located in colonial times at the intersection of an important north–south Indian trail, and east–west routes to the Chesapeake Bay both at Baltimore and what became Washington, D.C. and across the Appalachian mountains to the Ohio River watershed. It is a part of the Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area, which is part of a greater Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area. The city's population was 65,239 people at the 2010 United States Census, making it the second-largest incorporated city in Maryland, behind Baltimore."
Shiloh Church Of God 7Th Day,Berea,"1910 EDISON HWY
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Flag_of_Hyattsville%2C_Maryland.png/100px-Flag_of_Hyattsville%2C_Maryland.png,"Hyattsville is a city in Prince George's County, Maryland,[5] and also a close, urban suburb of Washington, D.C. The population was 17,557 at the 2010 United States Census.[6]"
Emmanuel Christian Community Church,Harlem Park,"1210 LANVALE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Lafayette_Park%2C_Baltimore.jpg/250px-Lafayette_Park%2C_Baltimore.jpg,"Lafayette Square, is a historic city park and district in the Sandtown-Winchester area of West Baltimore, Maryland.[1]"
Seventh Baptist Church Family,Barclay,"1921 SAINT PAUL ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Lutheran Church Of The Redeemer,Irvington,"4211 VERMONT AVE
Baltimore, MD",http:,"The Church of the Redeemer, Episcopal in Houston, Texas is an Episcopal inner city church. During the late 1960s, under Rector Graham Pulkingham and for several decades, it was a center for liturgically-based worship revival. Redeemer was the origin for the Community of Celebration in the UK and the US, and the traveling worship ministry The Fisherfolk. As of Feb 28, 2011 the church is having to give up their current buildings, and will share the use of a nearby Lutheran church of the same name."
Mount Carmel Baptist Church,Charles Village,"212 25TH ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Towson_Courthouse.jpg/255px-Towson_Courthouse.jpg,Coordinates: 39°24′N 76°36′W﻿ / ﻿39.400°N 76.600°W﻿ / 39.400; -76.600
New Creation Christian Church,Frankford,"5401 FRANKFORD AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/WashingtonMonumentView.jpg/250px-WashingtonMonumentView.jpg,Coordinates: 39°17.9′N 76°37′W﻿ / ﻿39.2983°N 76.617°W﻿ / 39.2983; -76.617
Gosd's Unlimited Power,Midtown-Edmondson,"2111 EDMONDSON AVE
Baltimore, MD",http:,"Gloria Richardson Dandridge (born Gloria St. Clair, May 6, 1922) is best known as the leader of the Cambridge Movement, a civil rights struggle in Cambridge, Maryland in the early 1960s. She was recognized as a major figure in the Civil Rights Movement at the time and was honored on the stage at the March on Washington for Jobs and Freedom."
Simmons Memorial Baptist Church,Sandtown-Winchester,"601 CUMBERLAND ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Seal_of_the_United_States_Supreme_Court.svg/100px-Seal_of_the_United_States_Supreme_Court.svg.png,"Snyder v. Phelps, 562 U.S. 443 (2011), was a United States Supreme Court case where the United States Supreme Court determined that public speech, cannot be made liable for a tort of emotional distress, even in the circumstances that the speech is viewed, or interpreted as ""offensive""."
Greater Macedonia Church Of God,Druid Heights,"429 ROBERT ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/St_Ignatius_of_Loyola_%281491-1556%29_Founder_of_the_Jesuits.jpg/180px-St_Ignatius_of_Loyola_%281491-1556%29_Founder_of_the_Jesuits.jpg,"Saint Ignatius of Loyola (Basque: Ignazio Loiolakoa, Spanish: Ignacio de Loyola; c. October 23, 1491[1] – July 31, 1556) was a Spanish priest and theologian, who founded the religious order called the Society of Jesus (Jesuits) and became its first Superior General.[2] The Jesuit order served the Pope as missionaries, and they were bound by a vow of special obedience to the sovereign pontiff in regard to the missions.[3] They therefore emerged as an important political force during the time of the Counter-Reformation.[4]"
Townsend Avenue Baptist Church,Brooklyn,"4200 TOWNSEND AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Towson_Courthouse.jpg/255px-Towson_Courthouse.jpg,Coordinates: 39°24′N 76°36′W﻿ / ﻿39.400°N 76.600°W﻿ / 39.400; -76.600
